MLY,2r58,2.0
PRP,3c2f,1.9956786262173574
GF4,3g2y,2.0
3HP,3pce,2.0
TDR,4qsu,2.0
THM,4qsv,2.0
833,3ao4,2.070581074285707
AMP,4cs9,2.0969100130080562
PLS,2w8w,2.1249387366083
GV9,3gv9,2.1249387366083
2PG,4tim,2.161150909262745
GF7,3gqz,2.1739251972991736
DK5,3l7d,2.183758700008217
I2E,4ahr,2.1870866433571443
AKH,4ahs,2.193820026016113
2C9,4mre,2.193820026016113
RNS,1x8d,2.2104192878355744
5GP,4g0z,2.212539525481585
HCP,1m0n,2.221848749616356
FCB,2aac,2.221848749616356
CIT,4aci,2.221848749616356
OMD,1ajp,2.2328441339178196
BBY,3ao5,2.2291479883578558
149,3i3b,2.2291479883578558
PAE,1ew8,2.2596373105057563
BZX,3ao1,2.2596373105057563
2L1,4np2,2.2596373105057563
PEA,1uto,2.2740883677049517
ICO,4ahu,2.2676062401770314
KIF,1ps3,2.283996656365201
B85,3ip8,2.283996656365201
0HN,4ddk,2.2924298239020637
IPT,3dyo,2.3010299956639813
CIT,3kgq,2.3010299956639813
ABV,3mhw,2.2984320149440727
4HP,3pcg,2.3010299956639813
ADP,3rv4,2.3010299956639813
AMP,4g0y,2.3018994543766103
FB2,4jsz,2.3010299956639813
MPM,1m0o,2.309803919971486
CGB,4iie,2.337242168318426
GTC,3gtc,2.346787486224656
GZ2,3g2z,2.3565473235138126
149,3t0d,2.3665315444204134
2AM,6rnt,2.3665315444204134
8PA,3f6e,2.382999658879101
HMN,1f73,2.3872161432802645
964,1nwl,2.3872161432802645
U5P,3dxg,2.3979400086720375
DKZ,3l7b,2.396855627379818
CHT,1oba,2.4436974992327127
TAA,2i2b,2.4436974992327127
DK4,3l7c,2.4353339357479107
2AI,3mjl,2.4436974992327127
DKX,3l79,2.4609239012072233
0HO,4ddm,2.4559319556497243
MAE,1tok,2.468521082957745
PRA,1utl,2.4672456210075024
BEZ,1gyx,2.4814860601221125
0OC,4efk,2.494850021680094
1U5,4kz7,2.494850021680094
HAA,1ai4,2.5044556624535517
