11314340,AAK1,7.366531544420414
11314340,AKT1,7.119186407719209
11314340,AKT2,5.5376020021010435
11314340,AKT3,6.7447274948966935
11314340,AURKC,5.075720713938118
11314340,BIKE,6.920818753952375
11314340,CAMK1D,5.619788758288394
11314340,CAMK2A,6.494850021680094
11314340,CAMK2B,6.013228265733755
11314340,CAMK2D,6.568636235841013
11314340,CAMK2G,6.050609993355087
11314340,CAMK4,6.1487416512809245
11314340,CAMKK1,6.0915149811213505
11314340,CAMKK2,6.130768280269024
11314340,CDC2L5,5.508638306165727
11314340,CDK11,5.886056647693163
11314340,CDK3,5.568636235841013
11314340,CDK7,7.154901959985743
11314340,CDK8,5.455931955649724
11314340,CDK9,6.7447274948966935
11314340,CDKL2,6.154901959985743
11314340,CDKL3,5.958607314841775
11314340,CDKL5,6.698970004336019
11314340,CHEK2,5.008773924307505
11314340,CIT,7.886056647693163
11314340,CLK1,8.853871964321762
11314340,CLK2,9.292429823902063
11314340,CLK3,6.795880017344075
11314340,CLK4,9.275724130399212
11314340,CSNK1A1,5.6777807052660805
11314340,CSNK1A1L,5.337242168318426
11314340,CSNK1D,6.6777807052660805
11314340,CSNK1E,6.920818753952375
11314340,CSNK1G1,6.275724130399211
11314340,CSNK1G2,6.42021640338319
11314340,CSNK1G3,6.040958607678906
11314340,CSNK2A1,5.259637310505756
11314340,CSNK2A2,5.42021640338319
11314340,DAPK1,5.795880017344075
11314340,DAPK2,5.6020599913279625
11314340,DAPK3,5.920818753952375
11314340,DMPK,7.036212172654444
11314340,DMPK2,6.337242168318426
11314340,DRAK1,5.2839966563652006
11314340,DRAK2,5.2839966563652006
11314340,DYRK1A,8.67778070526608
11314340,DYRK1B,8.4089353929735
11314340,DYRK2,7.200659450546418
11314340,ERK8,7.050609993355087
11314340,FLT3,6.267606240177032
11314340,FLT3(D835H),7.107905397309519
11314340,FLT3(D835Y),7.366531544420414
11314340,FLT3(ITD),7.080921907623926
11314340,FLT3(K663Q),6.301029995663981
11314340,FLT3(N841I),6.698970004336019
11314340,FLT3(R834Q),5.7447274948966935
11314340,GAK,6.7447274948966935
11314340,GRK4,5.853871964321762
11314340,GRK7,5.721246399047171
11314340,GSK3A,5.4089353929735005
11314340,GSK3B,6.455931955649724
11314340,HIPK1,6.638272163982407
11314340,HIPK2,6.657577319177793
11314340,HIPK3,6.958607314841775
11314340,HIPK4,6.119186407719209
11314340,ICK,6.259637310505756
11314340,IRAK1,5.508638306165727
11314340,IRAK4,5.6020599913279625
11314340,JAK3(JH1domain-catalytic),5.823908740944319
11314340,KIT(D816H),5.366531544420414
11314340,KIT(D816V),6.0
11314340,LATS1,5.958607314841775
11314340,LATS2,6.2076083105017466
11314340,LRRK2,5.721246399047171
11314340,LRRK2(G2019S),5.853871964321762
11314340,MAP4K2,5.721246399047171
11314340,MAP4K4,6.853871964321762
11314340,MEK3,5.920818753952375
11314340,MELK,6.229147988357855
11314340,MINK,7.0
11314340,MKNK2,5.468521082957745
11314340,MLCK,6.3979400086720375
11314340,MRCKA,6.42021640338319
11314340,MRCKB,7.022276394711152
11314340,MST2,5.267606240177032
11314340,MYLK,6.060480747381382
11314340,MYLK4,5.823908740944319
11314340,PAK1,5.823908740944319
11314340,PAK2,5.823908740944319
11314340,PAK4,6.008773924307505
11314340,PAK6,6.119186407719209
11314340,PAK7,6.173925197299173
11314340,PCTK1,5.823908740944319
11314340,PCTK2,5.721246399047171
11314340,PCTK3,5.113509274827518
11314340,PFTAIRE2,5.6777807052660805
11314340,PFTK1,6.102372908709558
11314340,PHKG1,5.920818753952375
11314340,PHKG2,5.585026652029182
