11314340,AAK1,7.366531544420414
11314340,ABL1(E255K),5.0
11314340,ABL1(F317I),5.0
11314340,ABL1(F317I)p,5.0
11314340,ABL1(F317L),5.0
11314340,ABL1(F317L)p,5.0
11314340,ABL1(H396P),5.0
11314340,ABL1(H396P)p,5.0
11314340,ABL1(M351T),5.0
11314340,ABL1(Q252H),5.0
11314340,ABL1(Q252H)p,5.0
11314340,ABL1(T315I),5.0
11314340,ABL1(T315I)p,5.0
11314340,ABL1(Y253F),5.0
11314340,ABL1,5.0
11314340,ABL1p,5.0
11314340,ABL2,5.0
11314340,ACVR1,5.0
11314340,ACVR1B,5.0
11314340,ACVR2A,5.0
11314340,ACVR2B,5.0
11314340,ACVRL1,5.0
11314340,ADCK3,5.0
11314340,ADCK4,5.0
11314340,AKT1,7.119186407719209
11314340,AKT2,5.5376020021010435
11314340,AKT3,6.7447274948966935
11314340,ALK,5.0
11314340,AMPK-alpha1,5.0
11314340,AMPK-alpha2,5.0
11314340,ANKK1,5.0
11314340,ARK5,5.0
11314340,ASK1,5.0
11314340,ASK2,5.0
11314340,AURKA,5.0
11314340,AURKB,5.0
11314340,AURKC,5.075720713938118
11314340,AXL,5.0
11314340,BIKE,6.920818753952375
11314340,BLK,5.0
11314340,BMPR1A,5.0
11314340,BMPR1B,5.0
11314340,BMPR2,5.0
11314340,BMX,5.0
11314340,BRAF,5.0
11314340,BRAF(V600E),5.0
11314340,BRK,5.0
11314340,BRSK1,5.0
11314340,BRSK2,5.0
11314340,BTK,5.0
11314340,CAMK1,5.0
11314340,CAMK1D,5.619788758288394
11314340,CAMK1G,5.0
11314340,CAMK2A,6.494850021680094
11314340,CAMK2B,6.013228265733755
11314340,CAMK2D,6.568636235841013
11314340,CAMK2G,6.050609993355087
11314340,CAMK4,6.1487416512809245
11314340,CAMKK1,6.0915149811213505
11314340,CAMKK2,6.130768280269024
11314340,CASK,5.0
11314340,CDC2L1,5.0
11314340,CDC2L2,5.0
11314340,CDC2L5,5.508638306165727
11314340,CDK11,5.886056647693163
11314340,CDK2,5.0
11314340,CDK3,5.568636235841013
11314340,CDK4-cyclinD1,5.0
11314340,CDK4-cyclinD3,5.0
11314340,CDK5,5.0
11314340,CDK7,7.154901959985743
11314340,CDK8,5.455931955649724
11314340,CDK9,6.7447274948966935
11314340,CDKL1,5.0
11314340,CDKL2,6.154901959985743
11314340,CDKL3,5.958607314841775
11314340,CDKL5,6.698970004336019
11314340,CHEK1,5.0
11314340,CHEK2,5.008773924307505
11314340,CIT,7.886056647693163
11314340,CLK1,8.853871964321762
11314340,CLK2,9.292429823902063
11314340,CLK3,6.795880017344075
11314340,CLK4,9.275724130399212
11314340,CSF1R,5.0
11314340,CSK,5.0
11314340,CSNK1A1,5.6777807052660805
11314340,CSNK1A1L,5.337242168318426
11314340,CSNK1D,6.6777807052660805
11314340,CSNK1E,6.920818753952375
11314340,CSNK1G1,6.275724130399211
11314340,CSNK1G2,6.42021640338319
11314340,CSNK1G3,6.040958607678906
11314340,CSNK2A1,5.259637310505756
11314340,CSNK2A2,5.42021640338319
11314340,CTK,5.0
11314340,DAPK1,5.795880017344075
11314340,DAPK2,5.6020599913279625
11314340,DAPK3,5.920818753952375
11314340,DCAMKL1,5.0
11314340,DCAMKL2,5.0
11314340,DCAMKL3,5.0
11314340,DDR1,5.0
11314340,DDR2,5.0
11314340,DLK,5.0
11314340,DMPK,7.036212172654444
11314340,DMPK2,6.337242168318426
11314340,DRAK1,5.2839966563652006
11314340,DRAK2,5.2839966563652006
11314340,DYRK1A,8.67778070526608
