CHEMBL2158845,Q96Q15_CHEMBL1795195,7.958607315
CHEMBL2158850,Q96Q15_CHEMBL1795195,5.958607315
CHEMBL2158011,Q96Q15_CHEMBL1795195,9.698970004
CHEMBL2158846,Q96Q15_CHEMBL1795195,6
CHEMBL2158843,Q96Q15_CHEMBL1795195,7.657577319
CHEMBL2158853,Q96Q15_CHEMBL1795195,8.522878745
CHEMBL2158842,Q96Q15_CHEMBL1795195,6.346787486
CHEMBL388978,Q9BWU1_CHEMBL6002,6.721246399
CHEMBL4066819,Q9BWU1_CHEMBL6002,7.602059991
CHEMBL445813,Q9BWU1_CHEMBL6002,5.48148606
CHEMBL101253,Q9BWU1_CHEMBL6002,5.823908741
CHEMBL1241674,Q9BWU1_CHEMBL6002,5.602059991
CHEMBL379218,Q9BWU1_CHEMBL6002,5.886056648
CHEMBL1230020,Q9BWU1_CHEMBL6002,6.15490196
CHEMBL1230609,Q9BWU1_CHEMBL6002,7.060480747
CHEMBL1765464,Q9BWU1_CHEMBL6002,7.055517328
CHEMBL1082152,Q9BWU1_CHEMBL6002,4.397940009
CHEMBL1336,Q9BWU1_CHEMBL6002,6.602059991
CHEMBL941,Q9BWU1_CHEMBL6002,5.259637311
CHEMBL428690,Q9BWU1_CHEMBL6002,7.244125144
CHEMBL483321,Q9BWU1_CHEMBL6002,5.958607315
CHEMBL558752,Q9BWU1_CHEMBL6002,5.292429824
CHEMBL296468,Q9BWU1_CHEMBL6002,6.022276395
CHEMBL103667,Q9BWU1_CHEMBL6002,6.698970004
CHEMBL574738,Q9BWU1_CHEMBL6002,8.823908741
CHEMBL223360,Q9BWU1_CHEMBL6002,7.13076828
CHEMBL388978,P57058_CHEMBL1795165,6.207608311
CHEMBL31965,P57058_CHEMBL1795165,5.193820026
CHEMBL288441,P57058_CHEMBL1795165,5.301029996
CHEMBL522892,P57058_CHEMBL1795165,6.387216143
CHEMBL1289926,P57058_CHEMBL1795165,5.823908741
CHEMBL572878,P57058_CHEMBL1795165,5.008773924
CHEMBL24828,P57058_CHEMBL1795165,5.387216143
CHEMBL1908397,P57058_CHEMBL1795165,6.337242168
CHEMBL1230609,P57058_CHEMBL1795165,5.26760624
CHEMBL513909,P57058_CHEMBL1795165,5.013228266
CHEMBL509032,P57058_CHEMBL1795165,6.455931956
CHEMBL450786,P57058_CHEMBL1795165,5.853871964
CHEMBL1721885,P57058_CHEMBL1795165,8.431798276
CHEMBL535,P57058_CHEMBL1795165,6.301029996
CHEMBL603469,P57058_CHEMBL1795165,6.244125144
CHEMBL3931027,P49840_CHEMBL2850,5.410050399
CHEMBL3958384,P49840_CHEMBL2850,5.677780705
CHEMBL261052,P49840_CHEMBL2850,6.07007044
CHEMBL3986904,P49840_CHEMBL2850,6.573488739
CHEMBL2064519,P49840_CHEMBL2850,7.346787486
CHEMBL2064531,P49840_CHEMBL2850,8.045757491
CHEMBL405021,P49840_CHEMBL2850,6.302770657
CHEMBL259270,P49840_CHEMBL2850,7.124938737
CHEMBL3921640,P49840_CHEMBL2850,5.958607315
CHEMBL3652543,P49840_CHEMBL2850,8.782516056
CHEMBL3927937,P49840_CHEMBL2850,6.692503962
CHEMBL3899497,P49840_CHEMBL2850,5.962573502
CHEMBL2391126,P49840_CHEMBL2850,7.721246399
CHEMBL2391132,P49840_CHEMBL2850,7.337242168
CHEMBL405145,P49840_CHEMBL2850,8.096910013
CHEMBL3925985,P49840_CHEMBL2850,5.30980392
CHEMBL352222,P49840_CHEMBL2850,4.698970004
CHEMBL3907174,P49840_CHEMBL2850,5.4225082
CHEMBL3966684,P49840_CHEMBL2850,5.869666232
CHEMBL2391098,P49840_CHEMBL2850,6.48945499
CHEMBL40439,P49840_CHEMBL2850,5.648977147
CHEMBL402932,P49840_CHEMBL2850,7.494850022
CHEMBL403385,P49840_CHEMBL2850,7.040958608
CHEMBL260664,P49840_CHEMBL2850,9
CHEMBL259271,P49840_CHEMBL2850,8.301029996
CHEMBL264161,P49840_CHEMBL2850,8.15490196
CHEMBL3661030,P49840_CHEMBL2850,8
CHEMBL2391122,P49840_CHEMBL2850,8.522878745
CHEMBL2391118,P49840_CHEMBL2850,8.301029996
CHEMBL2391128,P49840_CHEMBL2850,7.823908741
CHEMBL156987,P49840_CHEMBL2850,4.419782326
CHEMBL347134,P49840_CHEMBL2850,4.040958608
CHEMBL261129,P49840_CHEMBL2850,9
CHEMBL3892167,P49840_CHEMBL2850,5.899629455
CHEMBL3652546,P49840_CHEMBL2850,7.522878745
CHEMBL3652542,P49840_CHEMBL2850,7.522878745
CHEMBL2391100,P49840_CHEMBL2850,7.698970004
CHEMBL2064539,P49840_CHEMBL2850,7.823908741
CHEMBL1521195,P49840_CHEMBL2850,6.156144577
CHEMBL1242556,P49840_CHEMBL2850,7.657577319
CHEMBL253748,P49840_CHEMBL2850,7.468521083
CHEMBL257575,P49840_CHEMBL2850,7.180456064
CHEMBL158885,P49840_CHEMBL2850,4.283996656
CHEMBL159149,P49840_CHEMBL2850,4.102372909
CHEMBL160586,P49840_CHEMBL2850,7.552841969
CHEMBL407980,P49840_CHEMBL2850,8.15490196
CHEMBL261690,P49840_CHEMBL2850,7.004364805
CHEMBL406620,P49840_CHEMBL2850,6.903089987
CHEMBL260663,P49840_CHEMBL2850,7.443697499
CHEMBL261596,P49840_CHEMBL2850,7.721246399
CHEMBL3673434,P49840_CHEMBL2850,6.795880017
CHEMBL3661029,P49840_CHEMBL2850,8.522878745
CHEMBL3632824,P49840_CHEMBL2850,7.37675071
CHEMBL3582401,P49840_CHEMBL2850,7.66756154
CHEMBL2391131,P49840_CHEMBL2850,6.619788758
CHEMBL1433424,P49840_CHEMBL2850,6.411168274
CHEMBL388978,P49840_CHEMBL2850,6.853871964
CHEMBL402969,P49840_CHEMBL2850,7.13076828
CHEMBL404242,P49840_CHEMBL2850,6.690369833
CHEMBL256306,P49840_CHEMBL2850,6.124938737
CHEMBL253533,P49840_CHEMBL2850,5.721246399
CHEMBL345800,P49840_CHEMBL2850,4.086186148
CHEMBL317657,P49840_CHEMBL2850,7.853871964
CHEMBL261549,P49840_CHEMBL2850,8.15490196
CHEMBL3185148,P49840_CHEMBL2850,8.15490196
CHEMBL4089159,P49840_CHEMBL2850,7.431798276
CHEMBL4066664,P49840_CHEMBL2850,5.028724151
CHEMBL3915286,P49840_CHEMBL2850,6.93930216
CHEMBL3921479,P49840_CHEMBL2850,6.077274542
CHEMBL3695569,P49840_CHEMBL2850,7.346787486
CHEMBL3884319,P49840_CHEMBL2850,5.480434499
CHEMBL3903492,P49840_CHEMBL2850,6.160521953
CHEMBL3735506,P49840_CHEMBL2850,7.397940009
CHEMBL3091673,P49840_CHEMBL2850,6.053547735
CHEMBL3681949,P49840_CHEMBL2850,6.386158178
CHEMBL3701062,P49840_CHEMBL2850,7.568636236
CHEMBL3673983,P49840_CHEMBL2850,6.793174124
CHEMBL3673985,P49840_CHEMBL2850,7.886056648
CHEMBL3652541,P49840_CHEMBL2850,9
CHEMBL3652549,P49840_CHEMBL2850,8.698970004
CHEMBL362558,P49840_CHEMBL2850,8.823908741
CHEMBL3408213,P49840_CHEMBL2850,6.335358024
CHEMBL2425628,P49840_CHEMBL2850,5.886056648
CHEMBL464381,P49840_CHEMBL2850,5.792930071
CHEMBL2205426,P49840_CHEMBL2850,7.677780705
CHEMBL485053,P49840_CHEMBL2850,5.113509275
CHEMBL1802358,P49840_CHEMBL2850,6.420216403
CHEMBL2158866,P49840_CHEMBL2850,6.585026652
CHEMBL2064522,P49840_CHEMBL2850,6.970616222
CHEMBL1990583,P49840_CHEMBL2850,5.272458743
CHEMBL1956071,P49840_CHEMBL2850,5.040958608
CHEMBL220241,P49840_CHEMBL2850,5.899629455
CHEMBL1946262,P49840_CHEMBL2850,6.004364805
CHEMBL1945950,P49840_CHEMBL2850,6.22184875
CHEMBL494089,P49840_CHEMBL2850,5.283996656
CHEMBL445813,P49840_CHEMBL2850,7.638272164
CHEMBL574738,P49840_CHEMBL2850,5.070581074
CHEMBL384304,P49840_CHEMBL2850,6.552841969
CHEMBL475251,P49840_CHEMBL2850,5.602059991
CHEMBL379218,P49840_CHEMBL2850,5.408935393
CHEMBL502835,P49840_CHEMBL2850,6.366531544
CHEMBL1908395,P49840_CHEMBL2850,6.420216403
CHEMBL259850,P49840_CHEMBL2850,4.15490196
CHEMBL1905464,P49840_CHEMBL2850,6.004803708
CHEMBL1700288,P49840_CHEMBL2850,5.777283529
CHEMBL1301070,P49840_CHEMBL2850,4.41453927
CHEMBL1580903,P49840_CHEMBL2850,5.079876674
CHEMBL1534168,P49840_CHEMBL2850,5.018181393
